Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Grupo Karluis S. A. de C. V.,"Blvd. Bernardo Quintana 124-204, Carretas, 76050 Santiago de Querétaro, Qro.",442 213 9285,NULL,NULL,mexsil.cn,NULL,NULL,NULL,NULL
NULL,NULL,442 368 1700,NULL,NULL,tfq.com.mx,NULL,10 reseñas,"4,0",Servicio de transporte
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hotel batab,"Av. Chichen Itza 52, 77500 Cancún, Q.R.",800 215 5100,21.1684931,-86.8299041,hotelbatab.com,NULL,875 reseñas,"4,0",NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Grafficmark S.A. de C.V.,"Av. Cuauhtémoc 760, De Tequisquiapan, 78230 San Luis, S.L.P.",444 814 5434,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Progra,"Quinta Emilia 5, Quinta Emilia, 83220 Hermosillo, Son.",NULL,NULL,NULL,NULL,NULL,1 reseña,"5,0",NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Instituto Tecnológico de Boca del Río,"Veracruz - Cordoba 12, 94290 Boca del Río, Ver.",229 690 5010,19.0961227,-96.1083145,bdelrio.tecnm.mx,NULL,177 reseñas,"4,3",Universidad pública
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,19.6565381,-96.8690828,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Transportes Armabe S.A. de C.V.,"Av. 22 de Marzo #1019, 94570 La Luz Francisco I. Madero, Ver.",271 714 3952,18.8799947,-96.9623996,armabe.com.mx,NULL,,,Servicio de transporte
Predeco - Xcumpich,"Calle 1, Av. Marcelino Champagnat por 20-B, No. 200, Juan B. Sosa, 97205 Mérida, Yuc.",999 981 3910,21.029471,-89.632625,grupopredeco.com.mx,NULL,106 reseñas,"4,2",Oficinas de empresa
Pastelería y Panificadora Lomas,"Calle Paseo Matlatzincas 366, Doctores, 50060 Toluca de Lerdo, Méx.",722 214 7041,19.2978577,-99.6449416,NULL,NULL,172 reseñas,"4,3",Panadería
Biec Servicios Prof. de la Const. S.a. de C.v.,"Pedro Ascencio 210, Barrio de la Merced, 50080 Toluca de Lerdo, Méx.",725 136 0638,19.288685,-99.6599353,NULL,NULL,NULL,NULL,NULL
Herramientas Y Servicios De Obregon Sa De Cv,"Blvd. Dr. Norman E. Borlaug 2605, Santa Anita, 85080 Cd Obregón, Son.",NULL,NULL,NULL,NULL,NULL,1 reseña,"1,0",Tienda de materiales para la construcción
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ponce Automotriz Y Agricola S.A. de C.V.,"Blvrd Adolfo López Mateos 1109, Jardines de Celaya 1ra Secc, 38080 Celaya, Gto.",461 613 8811,NULL,NULL,NULL,NULL,250 reseñas,"3,7",Tienda de repuestos para automóviles
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jerónimo Alvarado Construcciones y Montajes S. A. de C. V.,"Lago Chapala, Santo Domingo No. 2, 55754 Santa María Ajoloapan, Méx.",596 924 1254,19.7625011,-98.954319,NULL,NULL,,,Proveedor de servicios de telecomunicaciones
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
TRACTOPARTES INTERTIP,"San Jose Jilotzingo, 55690 Jilotzingo, Méx.",599 915 6288,19.8668545,-99.0459046,intertip.com.mx,NULL,32 reseñas,"4,5",Oficinas de empresa
MCT SERVICIOS,"Calle Juan Escutia, Cuxtitla, 43810 Tizayuca, Hgo.",779 796 4286,19.8489265,-98.9741208,mctservicios.com,NULL,3 reseñas,"4,7",Equipos y soluciones de energía
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,33 3613 7831,19.4049275,-99.1568464,NULL,NULL,,,Imprenta
NULL,NULL,NULL,NULL,NULL,vicar.com.mx,NULL,2 reseñas,"2,5",Fábrica
"Almacenes Yamak, S.A. De C.V.","Hidalgo Ote. 103, Col Centro, 74000 San Martín Texmelucan de Labastida, Pue.",222 430 0441,19.2824092,-98.4334194,NULL,NULL,14 reseñas,"4,3",Zapatería
"Alta Tecnología En Mochilas, S.A. de C.V.","Av. Real de San Martín 239, Nueva España, Azcapotzalco, 02129 Ciudad de México, CDMX",55 5382 0200,19.4970304,-99.1854178,atmpacks.com,NULL,74 reseñas,"4,0",Comercio
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,Contratista general
NULL,"13 de Septiembre de 1847 488, Chapultepec Sur, 58260 Morelia, Mich.",443 333 1192,NULL,NULL,jnimpulse.com,NULL,,,Oficinas de empresa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"Genaro Acosta 606, Los Eucaliptos, 36660 Irapuato, Gto.",462 624 8344,NULL,NULL,dinamicadelhabitat.com,NULL,13 reseñas,"4,4",Inmobiliaria
Herreria e Infraestructura Global S.A. de C.V.,"México, Laguna Palito Blanco 39, San Francisco, 87350 Heroica Matamoros, Tamps.",NULL,25.8750872,-97.5153214,NULL,NULL,1 reseña,"4,0",Comercio
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Transportes Papanoa,"Pochtecas 36, Área Federal Central de Abastos, Iztapalapa, 09300 Ciudad de México, CDMX",55 5694 8119,19.3810672,-99.0874116,transportespapanoa.mx,NULL,169 reseñas,"4,1",Servicio de transporte
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"C. 4-A 2180, Ferrocarril, 44440 Guadalajara, Jal.",33 3268 1111,NULL,NULL,NULL,NULL,153 reseñas,"4,6",Tienda de accesorios para automóviles
Arlin Sport SA de CV,"Guizar y Valencia # 15, Segundo Piso Local B, San Andres Atoto, 53489 Naucalpan de Juárez, Méx.",55 5357 3740,19.4671416,-99.2310791,ropadeportivaswing.com,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Martínez Vargas Ivonne,"Hamburgo 15, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX",55 5566 8868,19.4264281,-99.1645382,NULL,NULL,,,Restaurante
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Swimquip de México S.A. de C.V.,"Av. Francisco I. Madero 84, Naucalpan, 53500 Naucalpan de Juárez, Méx.",55 5540 4091,19.4620947,-99.2309822,swimquip.mx,NULL,4 reseñas,"2,0",Fábrica
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,19.4763031,-99.2004395,NULL,NULL,17 reseñas,"4,6",Comercio
Dyrco S.A. de C.V.,"Av Tezozomoc 88, San Miguel Amantla, Azcapotzalco, 02700 Ciudad de México, CDMX",55 5347 6254,,,,,,,
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Hecman Impresores, SA de CV","Av. Vía Adolfo López Mateos 5, Hab Magisterial Vista Bella, 54050 Tlalnepantla de Baz, Méx.",55 5361 1024,19.5254422,-99.2372811,hecmanimpresores.com,NULL,3 reseñas,"5,0",Imprenta
Comercializadora Saddij,76246 Qro.,NULL,NULL,NULL,NULL,NULL,1 reseña,"5,0",Oficinas de empresa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tecnología Ambiental y Planeación Ecológica S.A. de C.V.,"Francia 1924 2, Olímpica, Coyoacán, 04710 D.f., CDMX",55 5528 5381,19.3049159,-99.1704322,NULL,NULL,,,Asesor
SAV México,"Av. Ejército Nacional Mexicano 499, Chapultepec Morales, Granada, Miguel Hidalgo, 11520 Ciudad de México, CDMX",55 5255 0053,19.4382295,-99.1901215,sav.mx,NULL,6 reseñas,"4,7",Proveedor de sistemas de seguridad
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Microblow De Mexico Sa De Cv,"C. Membrillo 11, La Conchita, 56600 Chalco de Díaz Covarrubias, Méx.",NULL,19.2561111,-98.8841167,NULL,NULL,3 reseñas,"4,7",Empresa de fabricación de plástico
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Concretos Miguel Alemán,"Monterrey 5, 88310 Cd Miguel Alemán, Tamps.",897 972 0611,26.3904507,-99.0888259,NULL,NULL,15 reseñas,"4,1",Tienda de materiales para la construcción
CDA Industrial SA de CV,"Sonora 13, Chapultepec, 22020 Tijuana, B.C.",664 681 7113,NULL,NULL,grupoadco.net,NULL,,,Constructor
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alimentos GUVASA,,,,,,,,,
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Grupo Meadtex S.A. de C.V.,"Isabel La Católica 511, Algarín, Cuauhtémoc, 06880 Ciudad de México, CDMX",55 5530 1520,19.4043212,-99.1400902,NULL,NULL,,,Comercio
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Goirand Hermanos,"Cocodrilo 3, Los Olivos, Tláhuac, 13210 Ciudad de México, CDMX",55 5840 9136,19.3007647,-99.0604699,goirand.com.mx,NULL,24 reseñas,"4,8",Tienda de muebles
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zarco Legorreta y Asociados,"Ignacio López Rayón 771, Centro, 64000 Monterrey, N.L.",81 8343 9672,NULL,NULL,NULL,NULL,,,Agencia de colocación
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ENFOQUE ELÉCTRICO SA de CV,"Eje Central Lázaro Cárdenas 103, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX",55 1998 2349,19.4164883,-99.1439898,enfoque-electrico.negocio.site,NULL,33 reseñas,"4,5",Tienda de electricidad
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
omega proveedora de alimentos sa de cv,"Quinta 508, Central de Abastos, 35078 Gómez Palacio, Dgo.",871 719 4466,NULL,NULL,NULL,NULL,,,Tienda de ultramarinos
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Frecuencia 125.5,"Minas 501, Arvide, Álvaro Obregón, 01280 Ciudad de México, CDMX",55 3095 4075,19.3819869,-99.2049052,NULL,NULL,10 reseñas,"4,3",Comercio
Grupo SCH,"Av. José María Castorena 91, Cuajimalpa, Cuajimalpa de Morelos, 05000 Ciudad de México, CDMX",55 2163 5940,19.3549171,-99.2971541,gruposch.mx,NULL,1 reseña,"5,0",Oficinas de empresa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DISTRIBUIDORA RAYOS SPORT S.A DE C.V,"C. Hidalgo 46-B, Centro, 38800 Moroleón, Gto.",445 457 4578,NULL,NULL,NULL,NULL,33 reseñas,"4,0",Tienda de deportes
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Servicios de Infraestructura Integral S.A. de C.V.,"Av Francisco I. Madero Pte 3900, La Quemada, 58146 Morelia, Mich.",443 326 2264,NULL,NULL,NULL,NULL,2 reseñas,"3,5",Oficinas de empresa
Ornelas Meza Construcciones Sa De Cv,"Thomas Alva Edison 139, Electricistas, 58070 Morelia, Mich.",443 314 5720,NULL,NULL,NULL,NULL,1 reseña,"5,0",Empresa constructora
"SERVICIO CHARO, S.A. DE C.V.","KM 12 NO. 3, CICHOACAN, Carr. Federal Morelia Mexico Libre, Charo, Mich.",NULL,NULL,NULL,NULL,NULL,31 reseñas,"4,0",Gasolinera
Transportes García Quiroz,"Salamanca - Celaya Sn, Rancho de la Luz, 36700 Salamanca, Gto.",464 647 1220,NULL,NULL,NULL,NULL,29 reseñas,"4,0",Servicio de transporte
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Transportes Gran Ari Sa,NULL,NULL,NULL,NULL,NULL,NULL,6 reviews,4.3,Corporate office
Agencia de Viajes Purepecha,NULL,NULL,NULL,NULL,NULL,NULL,17 reviews,4.7,Travel agency
Comercial Automotriz de los Altos S.A. de C.V.,NULL,NULL,NULL,NULL,NULL,NULL,1 review,5.0,Tire shop
Flex Y Paq SA de CV,NULL,NULL,NULL,NULL,NULL,NULL,28 reviews,4.3,Packaging supply store
Logistica Tartike Sa De Cv,NULL,NULL,19.4564054,-99.0817942,NULL,NULL,1 review,5.0,Permanently closed
MEXEX,NULL,NULL,19.6253887,-99.1768629,NULL,NULL,118 reviews,4.1,Import export company
Mantenimiento Maquinaria Industrial Plásticas,NULL,NULL,NULL,NULL,NULL,NULL,,,Machining manufacturer
Ventalum,NULL,NULL,NULL,NULL,NULL,NULL,64 reviews,4.3,Building materials store
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pinturas finas y acabados hazhar'z,,,,,,,,,
Geomembranas Iagros,"Calle Hermenegildo Galeana 80, La Hacienda, 49089 Cd Guzman, Jal., México",+52 341 413 6878,NULL,NULL,iagros.com.mx,NULL,24 reseñas,"4,5",Comercio
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MONROY LLANTAS Y SERVICIOS GOODYEAR,"Francisco Medina Ascencio S/N esq, Niza, Versalles, 48310 Puerto Vallarta, México",+52 322 224 2018,NULL,NULL,vallarta-llantas.com,NULL,166 reseñas,"4,6",Tienda de neumáticos
Idea Muebles SA de CV,"Blvd. Adolfo Lopez Mateos.#1010, Colonia Arboledas, 38060 Celaya, Gto., México",+52 461 614 7393,NULL,NULL,NULL,NULL,,,Servicio de alquiler de mobiliario
Comercial Villa De Leon,"Portal Hidalgo 8, Centro, 37000 León, Gto., México",+52 477 713 6767,NULL,NULL,NULL,NULL,2 reseñas,"5,0",Tienda de telas
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Construcciones Carsa S.a. De C.v,"Gómez Farías 49-B, San Pedro, Zona Centro, 99313 Jerez de García Salinas, Zac., México",NULL,NULL,NULL,NULL,NULL,,,Empresa constructora
GRUPO INDUSTRIAL COATL SA DE CV,"Carr. Federal Puebla - Atlixco KM 6.700, 72820 Tlaxcalancingo, Pue., México",+52 222 284 1604,18.9987151,-98.2813295,cercoatl.com,NULL,,,Contratista de alambradas
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Automation Systems GJ,"Prolongación de la, C. Victoria #10, San Miguel Apetlachica, 72730 Sanctorum, Pue., México",+52 222 210 6242,19.1061689,-98.2443323,automationsystemsgj.com,NULL,75 reseñas,"3,9",Cerrado permanentemente
Flotitrack Refaccionaria,"C. Guerrero 87, Sanctorum, 72730 Sanctorum, Pue., México",+52 222 199 4799,19.1043975,-98.2521162,NULL,NULL,NULL,NULL,NULL
RIGOHNOS ABASTECEDORES S.A DE C.V,"Nave E bodega 63, Central de Abastos, 72019 Puebla, Pue., México",+52 222 328 8073,19.0924529,-98.1898122,NULL,NULL,1 reseña,"5,0",Comercio
"Jarcierias Zutam, S.A. De C.V.","Nave ""A"" Bodegas 2 y 4, Central de Abastos, 72019 Puebla, Pue., México",+52 222 288 0919,19.0903413,-98.1864282,zutam.com,NULL,49 reseñas,"4,2",Proveedor de productos de limpieza
Exprab Co S.A. de C.V.,"Avenida, Via José López Portillo 826, San Mateo Otzacatipan, 50220 San Mateo Otzacatipan, Méx., México",+52 722 215 0407,19.3327833,-99.6107534,NULL,NULL,3 reseñas,"4,7",NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Grupo Medesa S.A de CV,"Cjon. de San Pedro 94, Delegación Santa María Totoltepec, 52100 San Mateo Atenco, Méx., México",+52 722 272 8716,19.2939565,-99.5667854,grupomedesa.com,NULL,300 reseñas,"4,2",Comercio
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RUBINMEX S.A. DE C.V.,"750, Farallon, 39690 Acapulco de Juárez, Gro., México",NULL,16.8704674,-99.869687,NULL,NULL,1 reseña,"5,0",Cerrado permanentemente
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Distribuidora Papelera De B.C., S.A. De C.V.","José de Gálvez 17105, Garita de Otay, 22430 Tijuana, B.C., México",+52 664 624 3232,NULL,NULL,distribuidorapapelera.com,NULL,13 reseñas,"4,2",Servicio de distribución
MAYPA,"Mar Bermejo 22, Garita de Otay, 22509 Tijuana, B.C., México",+52 664 634 6345,NULL,NULL,maypa.mx,NULL,12 reseñas,"4,2",Ingeniero en residuos sólidos
Logdist Distribution S.A. DE C.V.,"Francisco Eusebio Kino Nte. 17020, Garita de Otay, 22430 Tijuana, B.C., México",+52 664 631 2955,NULL,NULL,vmalogdist.com,NULL,17 reseñas,"4,6",Tienda de materiales de embalaje
Concretos Ormimex,"83517 San Luis Río Colorado, Son., México",NULL,NULL,NULL,NULL,NULL,6 reseñas,"4,8",Oficinas de empresa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FORTE MEXICANA,"Baja California Sur, México, 81235 Los Mochis, Sin., México",NULL,NULL,NULL,NULL,NULL,,,Fabricante de herramientas
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paper Plus,"Av. Tamaulipas 123, entre Reyes y Naranjo, San Benito, 83190 Hermosillo, Son., México",+52 662 214 7972,NULL,NULL,paperplusmx.com,NULL,26 reseñas,"4,5",Imprenta
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
JANAYA Flores y Eventos,"esq, Nayarit, C. de las Américas &, San Benito, 83190 Hermosillo, Son., México",+52 662 214 3121,NULL,NULL,NULL,NULL,17 reseñas,"4,5",Floristería
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
TALLERES ESPECIALIZADOS ELECTROMECANICOS SA DE CV,"bulebard Hidalgo, 5 de Febrero, San Antonio, Reynosa, Tamps., México",+52 899 925 6970,26.0715594,-98.3273315,NULL,NULL,10 reseñas,"4,6",Taller mecánico
Casa Díaz Maquinas de Coser de Pachuca,"Mariano Arista 307, Centro, 42000 Pachuca de Soto, Hgo., México",+52 771 715 1250,20.1214107,-98.7306884,casadiaz.biz,NULL,44 reseñas,"3,8",Tienda de electrónica
Lubricantes De Calidad Tabasco SA de CV (Lubricantes y Baterias),"Carretera Villahermosa Cárdenas Kilómetro 5.5, Anacleto Canabal 1a. Seccion, 86280 Villahermosa, Tab., México",+52 993 337 9080,17.9797178,-92.9927842,lucasa.com.mx,NULL,90 reseñas,"4,4",Servicios de empresa a empresa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GN Desarrollos,"Periférico Luis Echeverría Torrelite 443 Int.5, República Poniente, 25265 Saltillo, Coah., México",+52 844 415 0323,NULL,NULL,gndesarrollos.com,NULL,11 reseñas,"4,5",Empresa constructora
Permex,"Prol. Angel Leaño No. 413, Los Robles, 45138 Zapopan, Jal., México",+52 33 3834 4865,NULL,NULL,NULL,NULL,1 reseña,"4,0",NULL
Transbelt Sa De Cv,"C. Aurelia Guevara 4385, Tetlán, 44820 Guadalajara, Jal., México",+52 33 4000 0255,NULL,NULL,transbeltbandas.com,NULL,5 reseñas,"5,0",Taller de maquinaria
Integracion De Soluciones Sustentables S.a. De C.v.,"Volcán Boquerón 2422, Colli Urbano, 45070 Zapopan, Jal., México",NULL,NULL,NULL,quecalor.com,NULL,1 reseña,"3,0",NULL
Combustibles Chavez,"Constitución, Centro, 48640 Chiquilistlán, Jal., México",+52 385 755 5018,NULL,NULL,NULL,NULL,58 reseñas,"4,4",Gasolinera
"Abarrotes y Lácteos ""Roma""","La Orilla, 49540 Valle de Juárez, Jal., México",+52 382 571 1157,NULL,NULL,NULL,NULL,7 reseñas,"4,6",Tienda de alimentación
Proensi,"Guadalupe Victoria 119, Agua Blanca Sur, 45235 Zapopan, Jal., México",+52 33 3188 0110,NULL,NULL,proensi.com.mx,NULL,2 reseñas,"4,5",Empresa de suministros industriales
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Súper Mariscos de Tecoman,"Revolución 330, Centro, 28100 Tecomán, Col., México",+52 313 324 2765,NULL,NULL,NULL,NULL,31 reseñas,"4,2",Marisquería
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Grupo Abastecedor De Abarrotes,"Tamemes 20, Área Federal Central de Abastos, Iztapalapa, 09300 Ciudad de México, CDMX, México",NULL,19.3820192,-99.0882668,NULL,NULL,,,Tienda de ultramarinos
Grupo Decorativo Salas,"Vía Morelos 114, Renovacion Jajalpa, 55040 Ecatepec de Morelos, Méx., México",+52 55 5787 3766,19.592042,-99.0386669,grupodecorativo.com.mx,NULL,37 reseñas,"4,4",Decoración de interiores
"SIPRO, SA DE CV","Av. Rio Consulado 518, Tlatilco, Azcapotzalco, 02860 Ciudad de México, CDMX, México",NULL,19.4605306,-99.161938,siprosa.com.mx,NULL,1 reseña,"4,0",Soporte y servicios informáticos
"J. A. Díaz Y Cía., S. A. de C. V.","Av. de la Paz 2604, Arcos Vallarta, 44130 Guadalajara, Jal., México",+52 33 3124 4000,NULL,NULL,jadiaz.com.mx,NULL,5 reseñas,"4,2",Fábrica
Gasolinera Laguna de Alchichica,"Carretera Federal Mexico-Veracruz, 73996 Laguna de Alchichica, Pue., México",+52 282 832 0250,19.4075022,-97.3961679,NULL,NULL,415 reseñas,"4,2",Gasolinera
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Rodillos del pacifico, SA de CV","Blvd. de las Naciones, La Poza, 39906 Acapulco de Juárez, Gro., México",+52 744 433 4016,16.7837467,-99.7896664,rodipacsa.com,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Plastypel, S.A. de C.V.","Priv. las Huertas 900-6, Rincón de las Huertas, 66350 Santa Catarina, N.L., México",+52 81 8390 7600,NULL,NULL,plastypel.com,NULL,53 reseñas,"4,6",Fábrica
Mediapro S.A. de C.V.,"Av. Del Parque 11, San Ángel, Álvaro Obregón, 01049 Ciudad de México, CDMX, México",+52 55 5662 6402,19.3523457,-99.1909075,NULL,NULL,,,Comercio
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Productos Quimicos Basel S.a. De C.v.,"C. Allori No. 49, Alfonso XIII, Álvaro Obregón, 01460 Ciudad de México, CDMX, México",NULL,19.3750168,-99.1939235,NULL,NULL,,,Planta química
